datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
16/12/11 12:00,4,0,1,2,13.94,15.15,42,23.9994,10,163,173
13/5/12 17:00,2,0,0,1,28.7,31.82,45,27.9993,191,287,478
15/8/11 22:00,3,0,1,1,27.06,31.06,69,16.9979,22,76,98
12/7/12 7:00,3,0,1,1,25.03034985,29.52780916,70,8.686377014,32,496,523
18/6/12 19:00,2,0,1,2,25.42,29.545,73,6.0032,52,411,463
4/11/12 9:00,4,0,0,1,13.12,16.665,53,0,56,161,217
16/4/12 15:00,2,1,0,1,32.8,34.85,33,30.0026,81,194,275
1/6/12 4:00,2,0,1,2,25.42,29.545,73,6.0032,1,5,6
12/9/12 8:00,3,0,1,1,22.96,26.515,64,7.0015,43,727,770
6/6/12 13:00,2,0,1,1,25.42,31.06,41,6.0032,73,230,303
14/6/12 21:00,2,0,1,1,24.71844623,30.67781799,68,10.97581307,61,272,311
3/7/11 22:00,3,0,0,2,27.06,30.305,78,7.0015,69,93,162
17/1/12 7:00,1,0,1,3,12.3,14.395,81,15.0013,5,121,126
16/5/11 19:00,2,0,1,1,23.78,27.275,83,16.9979,36,272,308
11/12/11 23:00,4,0,0,1,8.2,12.88,69,0,4,31,35
2/7/12 4:00,3,0,1,2,29.52,33.335,54,19.9995,2,10,12
18/6/12 16:00,2,0,1,2,24.6,29.545,73,12.998,53,279,332
6/7/12 17:00,3,0,1,1,37.91220539,42.52691015,27,0,94,497,537
16/1/11 8:00,1,0,0,1,9.02,10.605,55,19.0012,0,18,18
12/4/11 19:00,2,0,1,2,17.22,21.21,82,19.0012,3,127,130
14/7/12 10:00,3,0,0,2,29.52,34.09,70,6.0032,123,278,401
7/11/12 16:00,4,0,1,2,13.12,14.395,53,23.9994,23,250,273
16/3/11 18:00,1,0,1,2,17.26251466,22.02503667,54,15.07567074,27,204,247
4/6/11 3:00,2,0,0,1,22.01277154,25.31407557,57,6.086919889,16,0,21
1/7/11 14:00,3,0,1,1,33.70866795,34.39277202,26,13.30024746,76,193,320
16/5/12 19:00,2,0,1,1,28.7,32.575,54,19.0012,91,499,590
4/5/11 7:00,2,0,1,3,15.37071186,14.91100399,94,24.47023273,3,46,2
2/6/12 13:00,2,0,0,1,25.42,31.06,41,16.9979,279,400,679
12/3/12 22:00,1,0,1,2,22.96,26.515,56,15.0013,17,116,133
11/2/12 12:00,1,0,0,2,10.66,12.88,81,11.0014,25,196,221
1/10/12 1:00,4,0,1,1,18.04,21.97,77,6.0032,5,13,18
12/8/11 4:00,3,0,1,1,25.42,31.06,53,8.9981,0,5,5
19/3/11 4:00,1,0,0,1,21.48414299,25.02200185,34,27.58520149,10,0,1
10/1/12 21:00,1,0,1,1,13.12,16.665,66,6.0032,7,109,116
19/4/11 16:00,2,0,1,1,22.96,26.515,52,19.9995,30,162,192
13/10/12 9:00,4,0,0,1,14.76,18.18,50,6.0032,46,220,266
8/2/12 12:00,1,0,1,2,10.02882827,14.53652384,63,19.07543688,12,123,134
4/4/11 9:00,2,0,1,2,20.25394978,23.49204791,53,25.4616773,27,114,181
14/7/11 1:00,3,0,1,1,27.06,31.06,61,16.9979,4,21,25
8/11/12 20:00,4,0,1,1,15.58,19.695,29,31.0009,10,235,245
3/10/11 3:00,4,0,1,1,14.76,18.94,81,0,1,6,7
3/5/11 19:00,2,0,1,1,27.88,31.82,57,23.9994,42,323,365
5/3/12 6:00,1,0,1,1,7.38,9.85,59,8.9981,2,89,91
3/3/11 10:00,1,0,1,1,7.26025487,9.718206693,32,13.93374304,9,49,62
1/2/11 0:00,1,0,1,2,6.56,9.09,64,7.0015,2,6,8
5/11/12 22:00,4,0,1,1,11.48,13.635,56,12.998,4,111,115
11/11/11 8:00,4,1,0,1,13.30390291,13.48739401,41,23.89097784,12,253,265
17/12/11 17:00,4,0,0,1,10.66,12.88,48,15.0013,12,153,165
6/12/12 0:00,4,0,1,1,10.73590054,11.87923744,47,18.87006027,6,42,35
4/5/12 14:00,2,0,1,2,27.06,31.06,74,19.0012,83,159,242
11/9/11 6:00,3,0,0,1,23.78,27.275,88,7.0015,4,16,20
2/11/11 22:00,4,0,1,1,14.76,17.425,71,8.9981,7,99,106
16/9/12 7:00,3,0,0,1,20.5,24.24,77,7.0015,28,43,71
16/3/11 3:00,1,0,1,2,11.48,13.635,100,15.0013,1,2,3
4/6/12 5:00,2,0,1,1,21.32,25,68,0,2,33,35
15/10/11 11:00,4,0,0,1,22.96,26.515,40,26.0027,153,221,374
10/4/11 12:00,2,0,0,2,17.22,21.21,88,8.9981,94,136,230
17/6/12 6:00,2,0,0,1,21.32,25,72,7.0015,7,16,23
18/2/12 2:00,1,0,0,1,12.3,14.395,61,16.9979,6,39,45
15/1/12 23:00,1,0,0,1,6.56,9.85,43,6.0032,3,26,29
3/4/11 0:00,2,0,0,1,12.3,14.395,65,12.998,8,31,39
5/5/12 6:00,2,0,0,2,22.14,25.76,94,0,9,33,42
19/10/11 21:00,4,0,1,2,23.61329649,27.4231524,95,9.922948013,8,79,93
15/8/11 9:00,3,0,1,1,26.24,29.545,78,22.0028,52,170,222
2/2/12 13:00,1,0,1,2,17.22,21.21,77,0,13,124,137
7/1/12 22:00,1,0,0,1,18.04,21.97,38,16.9979,16,93,109
8/11/12 1:00,4,0,1,3,12.3,13.635,52,23.9994,1,11,12
14/3/12 10:00,1,0,1,1,22.96,26.515,56,7.0015,38,150,188
9/12/11 1:00,4,0,1,1,9.84,14.395,65,0,2,12,14
15/6/11 7:00,2,0,1,1,21.54769106,24.35355796,60,9.318359755,20,347,390
8/11/11 5:00,4,0,1,1,12.3,15.91,87,6.0032,1,17,18
9/9/11 21:00,3,0,1,1,27.06,29.545,89,0,49,154,203
16/4/11 16:00,2,0,0,3,20.5,24.24,88,31.0009,6,27,33
3/7/12 5:00,3,0,1,1,28.7,32.575,61,0,2,33,35
7/6/12 6:00,2,0,1,1,18.86,22.725,88,7.0015,5,165,170
18/4/11 14:00,2,0,1,2,23.78,27.275,49,12.998,49,95,144
14/9/12 21:00,3,0,1,1,26.24,30.305,73,15.0013,42,270,312
17/10/12 6:00,4,0,1,1,15.0971996,19.62686557,83,0,15,155,165
4/12/11 1:00,4,0,0,1,12.3,15.91,75,6.0032,20,54,74
4/3/11 12:00,1,0,1,1,13.12,15.15,43,11.0014,10,87,97
5/5/12 19:00,2,0,0,2,25.42,29.545,73,22.0028,151,254,405
19/2/11 13:00,1,0,0,1,18.04,21.97,16,40.9973,52,103,155
18/4/12 0:00,2,0,1,1,22.14,25.76,32,11.0014,3,35,38
8/12/12 14:00,4,0,0,2,16.4,20.455,87,19.0012,164,378,542
13/10/12 22:00,4,0,0,1,16.4,20.455,62,0,33,156,189
2/5/12 22:00,2,0,1,1,20.5,24.24,82,15.0013,27,146,173
11/7/12 5:00,3,0,1,1,26.24,28.79,89,0,5,36,41
7/2/12 10:00,1,0,1,1,13.94,16.665,46,11.0014,12,104,116
1/6/12 8:00,2,0,1,2,26.24,28.79,89,12.998,19,675,694
1/12/11 12:00,4,0,1,1,14.76,17.425,46,15.0013,9,139,148
7/4/11 21:00,2,0,1,2,18.04,21.97,67,19.0012,19,89,108
16/2/12 18:00,1,0,1,3,13.94,16.665,87,8.9981,8,345,353
10/3/11 6:00,1,0,1,3,14.76,16.665,0,22.0028,0,12,12
15/4/11 0:00,2,1,0,1,17.42249638,22.07966941,65,0.452368304,1,27,1
11/3/12 18:00,1,0,0,1,21.32,25,29,19.0012,133,256,389
13/9/11 17:00,3,0,1,1,30.34,33.335,51,15.0013,72,507,579
17/7/12 16:00,3,0,1,1,38.64625182,41.23570768,29,11.249535,67,317,378
13/6/11 16:00,2,0,1,1,28.7,31.82,37,27.9993,64,262,326
14/4/12 14:00,2,0,0,2,26.24,31.06,27,30.0026,288,372,660
17/1/12 17:00,1,0,1,1,18.86,22.725,63,30.0026,20,442,462
17/7/12 16:00,3,0,1,1,37.72,40.91,29,11.0014,64,317,381
2/12/12 2:00,4,0,0,2,13.12918838,17.88027323,86,1.148853704,0,73,71
17/12/12 7:00,4,0,1,2,14.76,17.425,93,8.9981,5,314,319
4/7/12 0:00,3,1,0,1,27.88,31.82,79,6.0032,19,140,159
3/10/12 10:00,4,0,1,1,27.06,30.305,78,11.0014,29,146,175
12/7/11 0:00,3,0,1,1,28.7,33.335,79,8.9981,3,19,22
10/9/11 5:00,3,0,0,1,23.78,27.275,94,8.9981,2,6,8
6/10/11 12:00,4,0,1,1,22.96,26.515,49,6.0032,46,180,226
9/4/12 12:00,2,0,1,1,22.14,25.76,28,47.9988,94,186,280
11/6/11 14:00,2,0,0,1,33.62,38.635,49,7.0015,148,232,380
10/10/11 10:00,4,1,0,1,23.05281648,26.44437893,71,11.76349327,101,174,249
11/6/12 1:00,2,0,1,1,27.06,31.06,74,11.0014,9,15,24
11/6/11 19:00,2,0,0,1,27.06438452,30.67609263,66,12.51662233,96,173,288
14/8/11 16:00,3,0,0,1,29.68136097,37.59683762,66,10.96682079,115,186,284
9/7/12 21:00,3,0,1,2,30.34,34.09,55,6.0032,33,298,331
7/5/12 12:00,2,0,1,2,22.96,26.515,68,15.0013,74,189,263
2/11/12 20:00,4,0,1,2,14.13760333,16.69710178,45,25.87179418,21,208,222
4/7/12 23:00,3,1,0,2,31.98,34.85,43,6.0032,31,152,183
7/8/11 19:00,3,0,0,1,29.52,34.85,79,11.0014,68,160,228
9/5/11 4:00,2,0,1,1,17.22,21.21,82,11.0014,0,4,4
11/9/12 21:00,3,0,1,1,23.57139726,26.84940725,63,6.534099997,25,285,302
4/11/12 6:00,4,0,0,1,11.48,14.395,61,8.9981,2,14,16
18/3/12 10:00,1,0,0,2,17.22,21.21,88,7.0015,139,212,351
1/1/11 3:00,1,0,0,1,9.84,14.395,75,0,3,10,13
19/1/11 20:00,1,0,1,1,13.12,15.15,49,19.9995,2,74,76
10/5/11 5:00,2,0,1,1,16.4,20.455,66,15.0013,1,28,29
14/4/11 3:00,2,0,1,1,13.94,16.665,81,8.9981,0,2,2
4/4/12 10:00,2,0,1,2,22.14,25.76,45,8.9981,68,99,167
9/5/11 7:00,2,0,1,1,19.68,23.485,63,16.9979,16,221,237
8/9/11 9:00,3,0,1,2,25.42,25.76,100,16.9979,4,65,69
9/10/12 20:00,4,0,1,2,20.5,24.24,72,11.0014,30,330,360
11/4/11 11:00,2,0,1,2,24.32922401,30.16611073,74,20.00858166,50,93,142
19/5/12 9:00,2,0,0,1,22.96,26.515,43,11.0014,79,213,292
10/1/11 13:00,1,0,1,2,8.2,9.09,40,19.0012,4,50,54
5/8/12 5:00,3,0,0,1,29.52,34.85,74,16.9979,1,18,19
17/6/11 1:00,2,0,1,1,22.96,26.515,94,8.9981,4,19,23
1/10/12 18:00,4,0,1,3,22.96,26.515,64,7.0015,42,571,613
7/7/12 3:00,3,0,0,1,30.34,35.605,74,8.9981,12,19,31
12/5/11 1:00,2,0,1,1,18.86,22.725,88,15.0013,1,16,17
12/8/12 17:00,3,0,0,1,33.56267303,34.61496694,31,0,183,307,516
5/1/12 2:00,1,0,1,1,8.2,11.365,51,6.0032,0,4,4
3/9/12 4:00,3,1,0,1,27.06,29.545,89,6.0032,6,5,11
10/6/11 8:00,2,0,1,1,30.34,34.09,58,8.9981,29,423,452
9/3/12 0:00,1,0,1,2,23.78,27.275,49,31.0009,3,51,54
10/9/11 1:00,3,0,0,2,25.42,27.275,94,0,16,67,83
7/8/11 2:00,3,0,0,2,28.7347959,32.4919406,84,14.36254132,32,58,76
5/9/12 7:00,3,0,1,2,28.7,33.335,79,16.9979,11,489,500
10/6/12 13:00,2,0,0,1,34.44,36.365,28,8.9981,204,288,492
3/1/11 8:00,1,0,1,1,5.74,6.06,50,19.0012,1,153,154
9/6/11 0:00,2,0,1,2,30.34,35.605,79,8.9981,7,40,47
3/7/12 6:00,3,0,1,1,28.7,32.575,65,8.9981,5,149,154
1/4/11 1:00,2,0,1,3,10.66,12.88,100,11.0014,0,4,4
16/1/12 1:00,1,1,0,1,5.74,8.335,43,7.0015,2,18,20
14/6/12 12:00,2,0,1,2,27.06,31.06,61,15.0013,55,210,265
16/4/12 19:00,2,1,0,1,31.16,33.335,35,26.0027,61,461,522
8/3/11 6:00,1,0,1,1,8.2,12.88,59,0,3,42,45
18/6/11 19:00,2,0,0,2,30.34,33.335,51,7.0015,99,227,326
9/4/11 1:00,2,0,0,2,12.3,15.15,87,8.9981,3,17,20
2/7/12 0:00,3,0,1,2,31.16,35.605,58,15.0013,12,31,43
3/9/12 15:00,3,1,0,1,30.34,34.85,70,15.0013,168,281,449
15/6/11 14:00,2,0,1,1,30.34,32.575,28,0,50,128,178
14/8/12 5:00,3,0,1,2,27.02780494,32.51297793,89,12.58199706,0,15,37
2/6/12 16:00,2,0,0,1,26.24,31.06,38,16.9979,275,369,644
5/2/11 22:00,1,0,0,1,10.66,13.635,93,8.9981,2,43,45
13/4/11 13:00,2,0,1,2,18.04,21.97,77,12.998,6,55,61
18/10/12 16:00,4,0,1,1,24.6,31.06,56,19.0012,94,356,450
2/12/12 9:00,4,0,0,2,11.48,13.635,93,11.0014,37,135,172
14/9/11 23:00,3,0,1,2,26.24,30.305,69,7.0015,10,62,72
11/4/11 7:00,2,0,1,2,20.5,24.24,88,15.0013,12,164,176
17/7/12 12:00,3,0,1,2,36.9,40.91,35,0,80,174,254
5/11/12 21:00,4,0,1,1,12.3,14.395,52,19.0012,8,144,152
3/5/11 17:00,2,0,1,1,28.7,32.575,54,31.0009,53,464,517
18/1/12 21:00,1,0,1,1,8.2,8.335,40,27.9993,5,119,124
1/4/12 11:00,2,0,0,2,16.4,20.455,71,12.998,180,271,451
15/5/12 16:00,2,0,1,1,29.01293626,32.59047645,62,11.09808471,65,323,370
10/3/11 20:00,1,0,1,3,14.7582467,17.7703677,0,22.33908106,6,48,38
4/12/11 10:00,4,0,0,1,13.12,16.665,81,8.9981,36,180,216
8/7/12 8:00,3,0,0,1,35.10593607,39.28594285,51,10.20484458,31,72,123
4/6/12 12:00,2,0,1,1,26.24,31.06,41,30.0026,62,220,282
19/8/12 4:00,3,0,0,2,25.42,30.305,65,11.0014,4,22,26
19/7/11 0:00,3,0,1,1,30.34,34.85,66,7.0015,25,26,51
9/1/11 6:00,1,0,0,1,4.1,4.545,49,19.0012,0,1,1
10/8/11 8:00,3,0,1,1,30.34,33.335,51,12.998,38,361,399
4/8/11 4:00,3,0,1,2,29.39515084,30.68422692,90,0,6,0,23
11/2/12 23:00,1,0,0,3,4.92,3.79,50,32.9975,0,20,20
3/9/11 18:00,3,0,0,1,29.52,34.09,70,11.0014,160,179,339
13/3/12 17:00,1,0,1,1,28.7,31.82,37,7.0015,62,614,676
8/3/12 0:00,1,0,1,1,18.04,21.97,62,22.0028,11,35,46
10/10/12 14:00,4,0,1,1,24.85243992,31.05345229,39,12.43706499,65,197,292
4/8/12 9:00,3,0,0,1,31.62978095,37.5329943,67,15.65231162,60,249,256
4/9/12 8:00,3,0,1,1,28.7,33.335,84,11.0014,15,617,632
17/7/11 0:00,3,0,0,1,27.06,31.06,65,15.0013,34,91,125
4/10/11 1:00,4,0,1,2,16.4,20.455,87,7.0015,1,8,9
7/8/12 17:00,3,0,1,2,31.98,37.12,62,8.9981,125,743,868
10/5/11 22:00,2,0,1,1,21.40955179,24.29356078,55,6.87152364,30,138,139
14/10/12 11:00,4,0,0,1,22.96,26.515,52,19.9995,156,338,494
13/9/11 2:00,3,0,1,1,24.6,28.79,78,0,2,0,2
4/6/11 5:00,2,0,0,1,20.5,24.24,64,0,3,5,8
4/6/12 8:00,2,0,1,1,24.6,31.06,49,15.0013,22,643,665
2/3/12 12:00,1,0,1,1,16.4,20.455,43,11.0014,40,194,234
2/11/12 15:00,4,0,1,2,16.98448476,19.88866786,42,27.99692826,45,248,306
1/7/12 9:00,3,0,0,1,33.62,39.395,56,0,51,168,219
15/6/12 13:00,2,0,1,1,28.06928146,31.45603908,39,17.4779078,123,251,397
17/10/11 11:00,4,0,1,1,23.0841183,27.00338207,46,0,30,126,194
14/10/12 3:00,4,0,0,1,17.22,21.21,77,19.9995,3,25,28
17/10/12 6:00,4,0,1,1,15.58,19.695,82,0,7,171,178
3/8/11 4:00,3,0,1,2,31.16,34.85,52,11.0014,0,7,7
7/4/12 11:00,2,0,0,1,18.04,21.97,24,19.9995,251,244,495
11/10/11 21:00,4,0,1,2,23.78,27.275,78,12.998,17,158,175
16/7/12 8:00,3,0,1,1,30.34,34.85,66,7.0015,48,619,667
6/3/11 0:00,1,0,0,2,17.22,21.21,77,23.9994,11,41,52
12/7/12 10:00,3,0,1,1,30.34,33.335,48,11.0014,69,145,214
15/5/12 3:00,2,0,1,3,23.78,27.275,83,8.9981,1,5,6
15/1/12 18:00,1,0,0,1,7.38,9.09,29,15.0013,7,113,120
1/1/12 22:00,1,0,0,1,18.86,22.725,55,27.9993,13,53,66
12/4/11 14:00,2,0,1,2,20.5,24.24,82,19.0012,16,28,44
5/8/11 20:00,3,0,1,1,30.29599457,32.33687021,59,13.17075462,62,218,268
4/4/12 16:00,2,0,1,2,26.24,31.06,44,19.0012,86,304,390
5/11/12 5:00,4,0,1,2,12.73254675,13.07610204,49,23.20278609,8,53,64
18/7/11 11:00,3,0,1,1,32.8,37.88,55,6.0032,42,99,141
9/5/11 16:00,2,0,1,1,26.24,31.06,38,15.0013,49,255,304
5/11/11 23:00,4,0,0,1,11.48,15.91,70,0,4,81,85
6/4/11 14:00,2,0,1,1,20.5,24.24,34,27.9993,35,80,115
19/4/12 18:00,2,0,1,1,24.6,31.06,43,6.0032,99,677,776
9/1/11 20:00,1,0,0,1,5.74,6.06,46,16.9979,0,38,38
7/7/12 15:00,3,0,0,1,39.36,42.425,26,0,113,193,306
12/12/11 10:00,4,0,1,2,9.02,12.12,69,7.0015,14,91,105
17/6/11 15:00,2,0,1,1,32.26778865,34.81447472,45,13.6539963,58,195,231
4/7/11 18:00,3,1,0,1,32.8,36.365,46,8.9981,222,196,418
18/3/11 19:00,1,0,1,1,26.18189724,31.40283589,44,9.648038498,52,119,174
16/8/12 10:00,3,0,1,1,30.34,33.335,48,8.9981,78,121,199
5/1/11 11:00,1,0,1,1,10.66,11.365,33,22.0028,12,34,46
12/3/11 9:00,1,0,0,1,11.13025297,14.42106156,67,4.484438652,26,82,110
2/12/11 15:00,4,0,1,1,17.22,21.21,41,6.0032,24,175,199
11/9/12 9:00,3,0,1,1,24.6,31.06,49,0,35,323,358
14/4/12 8:00,2,0,0,1,14.76,17.425,71,8.9981,24,136,160
16/11/11 5:00,4,0,1,3,18.86,22.725,94,7.0015,0,13,13
18/5/12 17:00,2,0,1,1,26.59269983,31.6712097,30,9.31817159,129,690,816
16/5/11 0:00,2,0,1,1,21.7172918,26.03978339,93,7.007513947,21,25,27
12/2/11 21:00,1,0,0,1,10.66,15.15,41,0,9,42,51
14/7/11 23:00,3,0,1,1,26.24,30.305,65,16.9979,27,97,124
17/12/12 17:00,4,0,1,2,16.4,20.455,94,16.9979,17,478,495
15/7/11 16:00,3,0,1,1,29.52,33.335,51,12.998,96,265,361
18/6/11 14:00,2,0,0,2,32.8,36.365,46,19.0012,138,196,334
7/8/12 15:00,3,0,1,1,32.8,37.12,52,0,100,206,306
10/5/12 19:00,2,0,1,1,22.14,25.76,37,23.9994,84,469,553
7/10/11 19:00,4,0,1,1,22.66061134,27.28627467,48,0,49,250,291
6/10/12 13:00,4,0,0,2,26.24,31.06,57,35.0008,310,400,710
4/1/12 16:00,1,0,1,2,7.38,8.335,40,19.0012,8,123,131
3/3/11 3:00,1,0,1,1,8.2,8.335,27,31.0009,0,1,1
1/9/12 10:00,3,0,0,2,31.98,36.365,55,12.998,128,289,417
10/4/12 9:00,2,0,1,1,18.33832701,20.66130399,69,12.93155275,17,291,326
3/10/12 11:00,4,0,1,1,27.06,30.305,78,11.0014,52,178,230
5/10/11 2:00,4,0,1,1,18.86,22.725,82,11.0014,1,2,3
9/6/11 10:00,2,0,1,1,35.26,40.91,50,19.0012,20,74,94
15/10/11 2:00,4,0,0,1,18.86,22.725,59,12.998,17,39,56
13/8/11 8:00,3,0,0,2,28.7,32.575,65,11.0014,28,90,118
2/2/11 5:00,1,0,1,3,9.02,12.12,93,7.0015,0,3,3
2/11/11 10:00,4,0,1,1,16.4,20.455,71,6.0032,25,108,133
2/2/12 5:00,1,0,1,3,15.3041124,21.17352039,81,0,3,8,21
11/11/11 20:00,4,1,0,1,13.12,15.91,39,12.998,12,97,109
18/11/11 12:00,4,0,1,1,13.12,16.665,33,0,22,143,165
4/9/11 21:00,3,0,0,1,29.52,34.85,74,16.9979,104,103,207
4/10/11 11:00,4,0,1,1,22.77847994,25.60004301,60,17.89132388,18,80,95
15/3/12 7:00,1,0,1,1,18.04,21.97,72,6.0032,14,367,381
1/12/11 22:00,4,0,1,1,11.93027898,16.13442181,59,0.045761371,0,82,76
5/7/12 0:00,3,0,1,1,30.34,33.335,51,7.0015,17,71,88
14/9/11 22:00,3,0,1,2,27.06,31.06,65,8.9981,20,140,160
6/6/12 14:00,2,0,1,1,26.24,31.06,38,0,111,191,302
3/11/11 14:00,4,0,1,1,21.32,25,52,11.0014,32,120,152
3/3/11 15:00,1,0,1,1,9.84,14.395,23,0,6,62,68
13/5/12 2:00,2,0,0,2,22.14,25.76,68,11.0014,22,60,82
6/7/11 12:00,3,0,1,2,30.34,34.85,66,6.0032,38,114,152
10/4/11 6:00,2,0,0,2,14.76,18.18,93,6.0032,0,4,4
6/2/12 9:00,1,0,1,1,7.38,10.605,80,7.0015,8,269,277
6/2/11 19:00,1,0,0,1,11.48,14.395,61,8.9981,1,20,21
7/5/11 14:00,2,0,0,3,24.6,31.06,35,11.0014,143,235,378
6/2/11 0:00,1,0,0,1,10.66,12.88,70,12.998,2,37,39
7/3/12 14:00,1,0,1,1,21.32,25,36,22.0028,38,137,175
11/5/12 3:00,2,0,1,1,18.86,22.725,41,19.0012,5,8,13
2/9/11 0:00,3,0,1,1,27.81439958,30.51440956,68,12.59584061,8,49,88
9/3/12 16:00,1,0,1,1,19.68,23.485,23,27.9993,51,292,343
18/10/11 23:00,4,0,1,2,21.32,25,77,12.998,7,63,70
11/7/11 7:00,3,0,1,1,28.7,33.335,74,16.9979,28,289,317
5/4/11 10:00,2,0,1,3,14.35874642,16.05892919,79,26.90032266,0,24,39
9/8/12 8:00,3,0,1,1,29.52,34.85,74,7.0015,28,670,698
7/7/12 21:00,3,0,0,1,36.73615079,40.44335093,39,12.57849506,49,146,178
4/9/12 13:00,3,0,1,1,32.8,37.88,55,30.0026,72,203,275
3/11/11 2:00,4,0,1,1,13.94,16.665,76,8.9981,2,5,7
1/4/12 22:00,2,0,0,3,20.5,24.24,63,7.0015,7,61,68
18/12/12 17:00,4,0,1,1,16.4,20.455,47,30.0026,39,533,572
3/2/12 4:00,1,0,1,1,11.34484493,12.88439531,62,16.1312414,0,1,1
