datetime,season,holiday,workingday,weather,temp,humidity,windspeed,count,datetime_parsed,hour,day,month,year,weekday,is_weekend,bad_weather_peak,humid_temp,work_hour,weekend_hour,wind_weather,temp_hour,peak_morning,peak_evening
8/8/12 23:00,3,0,1,1,28.80642791,71,8.981757021,124,2012-08-08 23:00:00,23,8,8,2012,2,0,23,2045.25638161,23,0,8.981757021,662.54784193,0,0
6/4/11 13:00,2,0,1,1,18.86,38,32.9975,112,2011-04-06 13:00:00,13,6,4,2011,2,0,13,716.68,13,0,32.9975,245.18,0,0
4/4/11 6:00,2,0,1,1,17.22,58,19.0012,46,2011-04-04 06:00:00,6,4,4,2011,0,0,6,998.76,6,0,19.0012,103.32,0,0
12/10/11 12:00,4,0,1,3,22.14,88,22.0028,62,2011-10-12 12:00:00,12,12,10,2011,2,0,36,1948.3200000000002,12,0,66.0084,265.68,0,0
10/9/12 20:00,3,0,1,1,24.6,40,12.998,390,2012-09-10 20:00:00,20,10,9,2012,0,0,20,984.0,20,0,12.998,492.0,0,0
3/8/11 21:00,3,0,1,2,27.88,89,8.9981,88,2011-08-03 21:00:00,21,3,8,2011,2,0,42,2481.3199999999997,21,0,17.9962,585.48,0,0
18/12/11 0:00,4,0,0,1,8.2,75,8.9981,71,2011-12-18 00:00:00,0,18,12,2011,6,1,0,615.0,0,0,8.9981,0.0,0,0
11/1/11 6:00,1,0,1,2,6.56,55,8.9981,27,2011-01-11 06:00:00,6,11,1,2011,1,0,12,360.79999999999995,6,0,17.9962,39.36,0,0
1/9/12 18:00,3,0,0,2,33.62,52,0.0,442,2012-09-01 18:00:00,18,1,9,2012,5,1,36,1748.2399999999998,0,18,0.0,605.16,0,1
11/2/11 17:00,1,0,1,1,12.3,24,0.0,211,2011-02-11 17:00:00,17,11,2,2011,4,0,17,295.20000000000005,17,0,0.0,209.10000000000002,0,1
19/3/11 23:00,1,0,0,1,15.58,40,19.9995,50,2011-03-19 23:00:00,23,19,3,2011,5,1,23,623.2,0,23,19.9995,358.34,0,0
11/3/11 10:00,1,0,1,2,13.12,57,19.9995,78,2011-03-11 10:00:00,10,11,3,2011,4,0,20,747.8399999999999,10,0,39.999,131.2,0,0
17/6/11 5:00,2,0,1,1,22.14,100,0.0,13,2011-06-17 05:00:00,5,17,6,2011,4,0,5,2214.0,5,0,0.0,110.7,0,0
10/12/11 4:00,4,0,0,2,10.66,65,7.0015,3,2011-12-10 04:00:00,4,10,12,2011,5,1,8,692.9,0,4,14.003,42.64,0,0
18/5/12 6:00,2,0,1,1,17.45982002,76,9.243106152,170,2012-05-18 06:00:00,6,18,5,2012,4,0,6,1326.9463215199999,6,0,9.243106152,104.75892012,0,0
10/10/11 18:00,4,1,0,2,26.24,53,0.0,473,2011-10-10 18:00:00,18,10,10,2011,0,0,36,1390.72,0,0,0.0,472.32,0,1
4/6/12 11:00,2,0,1,1,25.23215407,40,33.42889545,237,2012-06-04 11:00:00,11,4,6,2012,0,0,11,1009.2861628,11,0,33.42889545,277.55369477,0,0
4/10/12 2:00,4,0,1,1,26.24,89,0.0,13,2012-10-04 02:00:00,2,4,10,2012,3,0,2,2335.3599999999997,2,0,0.0,52.48,0,0
10/9/11 22:00,3,0,0,1,26.24,78,0.0,175,2011-09-10 22:00:00,22,10,9,2011,5,1,22,2046.7199999999998,0,22,0.0,577.28,0,0
1/3/11 9:00,1,0,1,1,9.02,55,27.9993,124,2011-03-01 09:00:00,9,1,3,2011,1,0,9,496.09999999999997,9,0,27.9993,81.17999999999999,1,0
1/9/11 14:00,3,0,1,3,28.80689366,54,16.53356655,181,2011-09-01 14:00:00,14,1,9,2011,3,0,42,1555.57225764,14,0,49.600699649999996,403.29651124,0,0
11/9/12 5:00,3,0,1,1,18.86,72,6.0032,44,2012-09-11 05:00:00,5,11,9,2012,1,0,5,1357.92,5,0,6.0032,94.3,0,0
18/5/11 12:00,2,0,1,1,22.96,94,19.9995,54,2011-05-18 12:00:00,12,18,5,2011,2,0,12,2158.2400000000002,12,0,19.9995,275.52,0,0
4/9/12 17:00,3,0,1,1,31.85781887,69,22.31119989,875,2012-09-04 17:00:00,17,4,9,2012,1,0,17,2198.18950203,17,0,22.31119989,541.58292079,0,1
4/2/11 1:00,1,0,1,2,6.56,59,0.0,7,2011-02-04 01:00:00,1,4,2,2011,4,0,2,387.03999999999996,1,0,0.0,6.56,0,0
16/6/12 23:00,2,0,0,1,24.6,53,19.9995,183,2012-06-16 23:00:00,23,16,6,2012,5,1,23,1303.8000000000002,0,23,19.9995,565.8000000000001,0,0
9/10/11 19:00,4,0,0,1,22.96,73,6.0032,302,2011-10-09 19:00:00,19,9,10,2011,6,1,19,1676.0800000000002,0,19,6.0032,436.24,0,1
19/3/11 14:00,1,0,0,1,20.5,31,32.9975,312,2011-03-19 14:00:00,14,19,3,2011,5,1,14,635.5,0,14,32.9975,287.0,0,0
12/8/11 12:00,3,0,1,1,33.14474248,31,1.827181517,221,2011-08-12 12:00:00,12,12,8,2011,4,0,12,1027.4870168799998,12,0,1.827181517,397.73690976,0,0
12/10/12 15:00,4,0,1,1,21.32,42,30.0026,455,2012-10-12 15:00:00,15,12,10,2012,4,0,15,895.44,15,0,30.0026,319.8,0,0
13/7/12 13:00,3,0,1,2,32.47075781,36,8.755482268,344,2012-07-13 13:00:00,13,13,7,2012,4,0,26,1168.94728116,13,0,17.510964536,422.11985153,0,0
9/4/12 1:00,2,0,1,1,18.86,41,8.9981,16,2012-04-09 01:00:00,1,9,4,2012,0,0,1,773.26,1,0,8.9981,18.86,0,0
8/3/12 17:00,1,0,1,1,25.42,38,43.9989,597,2012-03-08 17:00:00,17,8,3,2012,3,0,17,965.96,17,0,43.9989,432.14000000000004,0,1
3/8/12 18:00,3,0,1,2,33.62,59,16.9979,671,2012-08-03 18:00:00,18,3,8,2012,4,0,36,1983.58,18,0,33.9958,605.16,0,1
19/2/12 18:00,1,0,0,2,12.3,49,22.0028,167,2012-02-19 18:00:00,18,19,2,2012,6,1,36,602.7,0,18,44.0056,221.4,0,1
10/9/11 9:00,3,0,0,1,26.24,78,19.9995,207,2011-09-10 09:00:00,9,10,9,2011,5,1,9,2046.7199999999998,0,9,19.9995,236.16,1,0
12/12/11 2:00,4,0,1,1,8.2,69,0.0,4,2011-12-12 02:00:00,2,12,12,2011,0,0,2,565.8,2,0,0.0,16.4,0,0
8/10/11 8:00,4,0,0,1,18.86,82,0.0,103,2011-10-08 08:00:00,8,8,10,2011,5,1,8,1546.52,0,8,0.0,150.88,1,0
9/5/11 15:00,2,0,1,1,25.42,41,15.0013,199,2011-05-09 15:00:00,15,9,5,2011,0,0,15,1042.22,15,0,15.0013,381.3,0,0
15/10/11 12:00,4,0,0,1,23.78,35,36.9974,456,2011-10-15 12:00:00,12,15,10,2011,5,1,12,832.3000000000001,0,12,36.9974,285.36,0,0
19/8/12 17:00,3,0,0,2,26.24,78,7.0015,343,2012-08-19 17:00:00,17,19,8,2012,6,1,34,2046.7199999999998,0,17,14.003,446.08,0,1
1/8/11 13:00,3,0,1,1,36.9,31,19.9995,150,2011-08-01 13:00:00,13,1,8,2011,0,0,13,1143.8999999999999,13,0,19.9995,479.7,0,0
3/1/11 10:00,1,0,1,1,7.38,43,16.9979,44,2011-01-03 10:00:00,10,3,1,2011,0,0,10,317.34,10,0,16.9979,73.8,0,0
4/3/11 22:00,1,0,1,1,11.22685213,68,12.62414478,34,2011-03-04 22:00:00,22,4,3,2011,4,0,22,763.4259448399999,22,0,12.62414478,246.99074685999997,0,0
6/1/12 20:00,1,0,1,1,17.22,41,12.998,177,2012-01-06 20:00:00,20,6,1,2012,4,0,20,706.02,20,0,12.998,344.4,0,0
12/6/12 19:00,2,0,1,1,27.88,83,12.998,491,2012-06-12 19:00:00,19,12,6,2012,1,0,19,2314.04,19,0,12.998,529.72,0,1
13/4/11 21:00,2,0,1,1,17.22,67,11.0014,117,2011-04-13 21:00:00,21,13,4,2011,2,0,21,1153.74,21,0,11.0014,361.62,0,0
8/1/12 23:00,1,0,0,1,10.66,56,16.9979,30,2012-01-08 23:00:00,23,8,1,2012,6,1,23,596.96,0,23,16.9979,245.18,0,0
11/10/12 16:00,4,0,1,1,20.5,36,8.9981,481,2012-10-11 16:00:00,16,11,10,2012,3,0,16,738.0,16,0,8.9981,328.0,0,0
16/12/11 12:00,4,0,1,2,13.94,42,23.9994,173,2011-12-16 12:00:00,12,16,12,2011,4,0,24,585.48,12,0,47.9988,167.28,0,0
13/5/12 17:00,2,0,0,1,28.7,45,27.9993,478,2012-05-13 17:00:00,17,13,5,2012,6,1,17,1291.5,0,17,27.9993,487.9,0,1
15/8/11 22:00,3,0,1,1,27.06,69,16.9979,98,2011-08-15 22:00:00,22,15,8,2011,0,0,22,1867.1399999999999,22,0,16.9979,595.3199999999999,0,0
12/7/12 7:00,3,0,1,1,25.03034985,70,8.686377014,523,2012-07-12 07:00:00,7,12,7,2012,3,0,7,1752.1244895,7,0,8.686377014,175.21244895,1,0
18/6/12 19:00,2,0,1,2,25.42,73,6.0032,463,2012-06-18 19:00:00,19,18,6,2012,0,0,38,1855.66,19,0,12.0064,482.98,0,1
4/11/12 9:00,4,0,0,1,13.12,53,0.0,217,2012-11-04 09:00:00,9,4,11,2012,6,1,9,695.36,0,9,0.0,118.08,1,0
16/4/12 15:00,2,1,0,1,32.8,33,30.0026,275,2012-04-16 15:00:00,15,16,4,2012,0,0,15,1082.3999999999999,0,0,30.0026,491.99999999999994,0,0
1/6/12 4:00,2,0,1,2,25.42,73,6.0032,6,2012-06-01 04:00:00,4,1,6,2012,4,0,8,1855.66,4,0,12.0064,101.68,0,0
12/9/12 8:00,3,0,1,1,22.96,64,7.0015,770,2012-09-12 08:00:00,8,12,9,2012,2,0,8,1469.44,8,0,7.0015,183.68,1,0
6/6/12 13:00,2,0,1,1,25.42,41,6.0032,303,2012-06-06 13:00:00,13,6,6,2012,2,0,13,1042.22,13,0,6.0032,330.46000000000004,0,0
14/6/12 21:00,2,0,1,1,24.71844623,68,10.97581307,311,2012-06-14 21:00:00,21,14,6,2012,3,0,21,1680.85434364,21,0,10.97581307,519.08737083,0,0
3/7/11 22:00,3,0,0,2,27.06,78,7.0015,162,2011-07-03 22:00:00,22,3,7,2011,6,1,44,2110.68,0,22,14.003,595.3199999999999,0,0
17/1/12 7:00,1,0,1,3,12.3,81,15.0013,126,2012-01-17 07:00:00,7,17,1,2012,1,0,21,996.3000000000001,7,0,45.0039,86.10000000000001,1,0
16/5/11 19:00,2,0,1,1,23.78,83,16.9979,308,2011-05-16 19:00:00,19,16,5,2011,0,0,19,1973.74,19,0,16.9979,451.82000000000005,0,1
11/12/11 23:00,4,0,0,1,8.2,69,0.0,35,2011-12-11 23:00:00,23,11,12,2011,6,1,23,565.8,0,23,0.0,188.6,0,0
2/7/12 4:00,3,0,1,2,29.52,54,19.9995,12,2012-07-02 04:00:00,4,2,7,2012,0,0,8,1594.08,4,0,39.999,118.08,0,0
18/6/12 16:00,2,0,1,2,24.6,73,12.998,332,2012-06-18 16:00:00,16,18,6,2012,0,0,32,1795.8000000000002,16,0,25.996,393.6,0,0
6/7/12 17:00,3,0,1,1,37.91220539,27,0.0,537,2012-07-06 17:00:00,17,6,7,2012,4,0,17,1023.6295455299999,17,0,0.0,644.50749163,0,1
16/1/11 8:00,1,0,0,1,9.02,55,19.0012,18,2011-01-16 08:00:00,8,16,1,2011,6,1,8,496.09999999999997,0,8,19.0012,72.16,1,0
12/4/11 19:00,2,0,1,2,17.22,82,19.0012,130,2011-04-12 19:00:00,19,12,4,2011,1,0,38,1412.04,19,0,38.0024,327.17999999999995,0,1
14/7/12 10:00,3,0,0,2,29.52,70,6.0032,401,2012-07-14 10:00:00,10,14,7,2012,5,1,20,2066.4,0,10,12.0064,295.2,0,0
7/11/12 16:00,4,0,1,2,13.12,53,23.9994,273,2012-11-07 16:00:00,16,7,11,2012,2,0,32,695.36,16,0,47.9988,209.92,0,0
16/3/11 18:00,1,0,1,2,17.26251466,54,15.07567074,247,2011-03-16 18:00:00,18,16,3,2011,2,0,36,932.17579164,18,0,30.15134148,310.72526388,0,1
4/6/11 3:00,2,0,0,1,22.01277154,57,6.086919889,21,2011-06-04 03:00:00,3,4,6,2011,5,1,3,1254.72797778,0,3,6.086919889,66.03831462,0,0
1/7/11 14:00,3,0,1,1,33.70866795,26,13.30024746,320,2011-07-01 14:00:00,14,1,7,2011,4,0,14,876.4253666999999,14,0,13.30024746,471.92135129999997,0,0
16/5/12 19:00,2,0,1,1,28.7,54,19.0012,590,2012-05-16 19:00:00,19,16,5,2012,2,0,19,1549.8,19,0,19.0012,545.3,0,1
4/5/11 7:00,2,0,1,3,15.37071186,94,24.47023273,2,2011-05-04 07:00:00,7,4,5,2011,2,0,21,1444.84691484,7,0,73.41069819,107.59498302,1,0
2/6/12 13:00,2,0,0,1,25.42,41,16.9979,679,2012-06-02 13:00:00,13,2,6,2012,5,1,13,1042.22,0,13,16.9979,330.46000000000004,0,0
12/3/12 22:00,1,0,1,2,22.96,56,15.0013,133,2012-03-12 22:00:00,22,12,3,2012,0,0,44,1285.76,22,0,30.0026,505.12,0,0
11/2/12 12:00,1,0,0,2,10.66,81,11.0014,221,2012-02-11 12:00:00,12,11,2,2012,5,1,24,863.46,0,12,22.0028,127.92,0,0
1/10/12 1:00,4,0,1,1,18.04,77,6.0032,18,2012-10-01 01:00:00,1,1,10,2012,0,0,1,1389.08,1,0,6.0032,18.04,0,0
12/8/11 4:00,3,0,1,1,25.42,53,8.9981,5,2011-08-12 04:00:00,4,12,8,2011,4,0,4,1347.26,4,0,8.9981,101.68,0,0
19/3/11 4:00,1,0,0,1,21.48414299,34,27.58520149,1,2011-03-19 04:00:00,4,19,3,2011,5,1,4,730.46086166,0,4,27.58520149,85.93657196,0,0
10/1/12 21:00,1,0,1,1,13.12,66,6.0032,116,2012-01-10 21:00:00,21,10,1,2012,1,0,21,865.92,21,0,6.0032,275.52,0,0
19/4/11 16:00,2,0,1,1,22.96,52,19.9995,192,2011-04-19 16:00:00,16,19,4,2011,1,0,16,1193.92,16,0,19.9995,367.36,0,0
13/10/12 9:00,4,0,0,1,14.76,50,6.0032,266,2012-10-13 09:00:00,9,13,10,2012,5,1,9,738.0,0,9,6.0032,132.84,1,0
8/2/12 12:00,1,0,1,2,10.02882827,63,19.07543688,134,2012-02-08 12:00:00,12,8,2,2012,2,0,24,631.81618101,12,0,38.15087376,120.34593924,0,0
4/4/11 9:00,2,0,1,2,20.25394978,53,25.4616773,181,2011-04-04 09:00:00,9,4,4,2011,0,0,18,1073.45933834,9,0,50.9233546,182.28554802,1,0
14/7/11 1:00,3,0,1,1,27.06,61,16.9979,25,2011-07-14 01:00:00,1,14,7,2011,3,0,1,1650.6599999999999,1,0,16.9979,27.06,0,0
8/11/12 20:00,4,0,1,1,15.58,29,31.0009,245,2012-11-08 20:00:00,20,8,11,2012,3,0,20,451.82,20,0,31.0009,311.6,0,0
3/10/11 3:00,4,0,1,1,14.76,81,0.0,7,2011-10-03 03:00:00,3,3,10,2011,0,0,3,1195.56,3,0,0.0,44.28,0,0
3/5/11 19:00,2,0,1,1,27.88,57,23.9994,365,2011-05-03 19:00:00,19,3,5,2011,1,0,19,1589.1599999999999,19,0,23.9994,529.72,0,1
5/3/12 6:00,1,0,1,1,7.38,59,8.9981,91,2012-03-05 06:00:00,6,5,3,2012,0,0,6,435.42,6,0,8.9981,44.28,0,0
3/3/11 10:00,1,0,1,1,7.26025487,32,13.93374304,62,2011-03-03 10:00:00,10,3,3,2011,3,0,10,232.32815584,10,0,13.93374304,72.6025487,0,0
1/2/11 0:00,1,0,1,2,6.56,64,7.0015,8,2011-02-01 00:00:00,0,1,2,2011,1,0,0,419.84,0,0,14.003,0.0,0,0
5/11/12 22:00,4,0,1,1,11.48,56,12.998,115,2012-11-05 22:00:00,22,5,11,2012,0,0,22,642.88,22,0,12.998,252.56,0,0
11/11/11 8:00,4,1,0,1,13.30390291,41,23.89097784,265,2011-11-11 08:00:00,8,11,11,2011,4,0,8,545.46001931,0,0,23.89097784,106.43122328,1,0
17/12/11 17:00,4,0,0,1,10.66,48,15.0013,165,2011-12-17 17:00:00,17,17,12,2011,5,1,17,511.68,0,17,15.0013,181.22,0,1
6/12/12 0:00,4,0,1,1,10.73590054,47,18.87006027,35,2012-12-06 00:00:00,0,6,12,2012,3,0,0,504.58732538,0,0,18.87006027,0.0,0,0
4/5/12 14:00,2,0,1,2,27.06,74,19.0012,242,2012-05-04 14:00:00,14,4,5,2012,4,0,28,2002.4399999999998,14,0,38.0024,378.84,0,0
11/9/11 6:00,3,0,0,1,23.78,88,7.0015,20,2011-09-11 06:00:00,6,11,9,2011,6,1,6,2092.6400000000003,0,6,7.0015,142.68,0,0
2/11/11 22:00,4,0,1,1,14.76,71,8.9981,106,2011-11-02 22:00:00,22,2,11,2011,2,0,22,1047.96,22,0,8.9981,324.71999999999997,0,0
16/9/12 7:00,3,0,0,1,20.5,77,7.0015,71,2012-09-16 07:00:00,7,16,9,2012,6,1,7,1578.5,0,7,7.0015,143.5,1,0
16/3/11 3:00,1,0,1,2,11.48,100,15.0013,3,2011-03-16 03:00:00,3,16,3,2011,2,0,6,1148.0,3,0,30.0026,34.44,0,0
4/6/12 5:00,2,0,1,1,21.32,68,0.0,35,2012-06-04 05:00:00,5,4,6,2012,0,0,5,1449.76,5,0,0.0,106.6,0,0
15/10/11 11:00,4,0,0,1,22.96,40,26.0027,374,2011-10-15 11:00:00,11,15,10,2011,5,1,11,918.4000000000001,0,11,26.0027,252.56,0,0
10/4/11 12:00,2,0,0,2,17.22,88,8.9981,230,2011-04-10 12:00:00,12,10,4,2011,6,1,24,1515.36,0,12,17.9962,206.64,0,0
17/6/12 6:00,2,0,0,1,21.32,72,7.0015,23,2012-06-17 06:00:00,6,17,6,2012,6,1,6,1535.04,0,6,7.0015,127.92,0,0
18/2/12 2:00,1,0,0,1,12.3,61,16.9979,45,2012-02-18 02:00:00,2,18,2,2012,5,1,2,750.3000000000001,0,2,16.9979,24.6,0,0
15/1/12 23:00,1,0,0,1,6.56,43,6.0032,29,2012-01-15 23:00:00,23,15,1,2012,6,1,23,282.08,0,23,6.0032,150.88,0,0
3/4/11 0:00,2,0,0,1,12.3,65,12.998,39,2011-04-03 00:00:00,0,3,4,2011,6,1,0,799.5,0,0,12.998,0.0,0,0
5/5/12 6:00,2,0,0,2,22.14,94,0.0,42,2012-05-05 06:00:00,6,5,5,2012,5,1,12,2081.16,0,6,0.0,132.84,0,0
19/10/11 21:00,4,0,1,2,23.61329649,95,9.922948013,93,2011-10-19 21:00:00,21,19,10,2011,2,0,42,2243.26316655,21,0,19.845896026,495.87922629,0,0
15/8/11 9:00,3,0,1,1,26.24,78,22.0028,222,2011-08-15 09:00:00,9,15,8,2011,0,0,9,2046.7199999999998,9,0,22.0028,236.16,1,0
2/2/12 13:00,1,0,1,2,17.22,77,0.0,137,2012-02-02 13:00:00,13,2,2,2012,3,0,26,1325.9399999999998,13,0,0.0,223.85999999999999,0,0
7/1/12 22:00,1,0,0,1,18.04,38,16.9979,109,2012-01-07 22:00:00,22,7,1,2012,5,1,22,685.52,0,22,16.9979,396.88,0,0
8/11/12 1:00,4,0,1,3,12.3,52,23.9994,12,2012-11-08 01:00:00,1,8,11,2012,3,0,3,639.6,1,0,71.9982,12.3,0,0
14/3/12 10:00,1,0,1,1,22.96,56,7.0015,188,2012-03-14 10:00:00,10,14,3,2012,2,0,10,1285.76,10,0,7.0015,229.60000000000002,0,0
9/12/11 1:00,4,0,1,1,9.84,65,0.0,14,2011-12-09 01:00:00,1,9,12,2011,4,0,1,639.6,1,0,0.0,9.84,0,0
15/6/11 7:00,2,0,1,1,21.54769106,60,9.318359755,390,2011-06-15 07:00:00,7,15,6,2011,2,0,7,1292.8614636,7,0,9.318359755,150.83383741999998,1,0
8/11/11 5:00,4,0,1,1,12.3,87,6.0032,18,2011-11-08 05:00:00,5,8,11,2011,1,0,5,1070.1000000000001,5,0,6.0032,61.5,0,0
9/9/11 21:00,3,0,1,1,27.06,89,0.0,203,2011-09-09 21:00:00,21,9,9,2011,4,0,21,2408.3399999999997,21,0,0.0,568.26,0,0
16/4/11 16:00,2,0,0,3,20.5,88,31.0009,33,2011-04-16 16:00:00,16,16,4,2011,5,1,48,1804.0,0,16,93.0027,328.0,0,0
3/7/12 5:00,3,0,1,1,28.7,61,0.0,35,2012-07-03 05:00:00,5,3,7,2012,1,0,5,1750.7,5,0,0.0,143.5,0,0
7/6/12 6:00,2,0,1,1,18.86,88,7.0015,170,2012-06-07 06:00:00,6,7,6,2012,3,0,6,1659.6799999999998,6,0,7.0015,113.16,0,0
18/4/11 14:00,2,0,1,2,23.78,49,12.998,144,2011-04-18 14:00:00,14,18,4,2011,0,0,28,1165.22,14,0,25.996,332.92,0,0
14/9/12 21:00,3,0,1,1,26.24,73,15.0013,312,2012-09-14 21:00:00,21,14,9,2012,4,0,21,1915.52,21,0,15.0013,551.04,0,0
17/10/12 6:00,4,0,1,1,15.0971996,83,0.0,165,2012-10-17 06:00:00,6,17,10,2012,2,0,6,1253.0675668,6,0,0.0,90.5831976,0,0
4/12/11 1:00,4,0,0,1,12.3,75,6.0032,74,2011-12-04 01:00:00,1,4,12,2011,6,1,1,922.5,0,1,6.0032,12.3,0,0
4/3/11 12:00,1,0,1,1,13.12,43,11.0014,97,2011-03-04 12:00:00,12,4,3,2011,4,0,12,564.16,12,0,11.0014,157.44,0,0
5/5/12 19:00,2,0,0,2,25.42,73,22.0028,405,2012-05-05 19:00:00,19,5,5,2012,5,1,38,1855.66,0,19,44.0056,482.98,0,1
19/2/11 13:00,1,0,0,1,18.04,16,40.9973,155,2011-02-19 13:00:00,13,19,2,2011,5,1,13,288.64,0,13,40.9973,234.51999999999998,0,0
18/4/12 0:00,2,0,1,1,22.14,32,11.0014,38,2012-04-18 00:00:00,0,18,4,2012,2,0,0,708.48,0,0,11.0014,0.0,0,0
8/12/12 14:00,4,0,0,2,16.4,87,19.0012,542,2012-12-08 14:00:00,14,8,12,2012,5,1,28,1426.8,0,14,38.0024,229.59999999999997,0,0
13/10/12 22:00,4,0,0,1,16.4,62,0.0,189,2012-10-13 22:00:00,22,13,10,2012,5,1,22,1016.8,0,22,0.0,360.79999999999995,0,0
2/5/12 22:00,2,0,1,1,20.5,82,15.0013,173,2012-05-02 22:00:00,22,2,5,2012,2,0,22,1681.0,22,0,15.0013,451.0,0,0
11/7/12 5:00,3,0,1,1,26.24,89,0.0,41,2012-07-11 05:00:00,5,11,7,2012,2,0,5,2335.3599999999997,5,0,0.0,131.2,0,0
7/2/12 10:00,1,0,1,1,13.94,46,11.0014,116,2012-02-07 10:00:00,10,7,2,2012,1,0,10,641.24,10,0,11.0014,139.4,0,0
1/6/12 8:00,2,0,1,2,26.24,89,12.998,694,2012-06-01 08:00:00,8,1,6,2012,4,0,16,2335.3599999999997,8,0,25.996,209.92,1,0
1/12/11 12:00,4,0,1,1,14.76,46,15.0013,148,2011-12-01 12:00:00,12,1,12,2011,3,0,12,678.96,12,0,15.0013,177.12,0,0
7/4/11 21:00,2,0,1,2,18.04,67,19.0012,108,2011-04-07 21:00:00,21,7,4,2011,3,0,42,1208.6799999999998,21,0,38.0024,378.84,0,0
16/2/12 18:00,1,0,1,3,13.94,87,8.9981,353,2012-02-16 18:00:00,18,16,2,2012,3,0,54,1212.78,18,0,26.994300000000003,250.92,0,1
10/3/11 6:00,1,0,1,3,14.76,0,22.0028,12,2011-03-10 06:00:00,6,10,3,2011,3,0,18,0.0,6,0,66.0084,88.56,0,0
15/4/11 0:00,2,1,0,1,17.42249638,65,0.452368304,1,2011-04-15 00:00:00,0,15,4,2011,4,0,0,1132.4622646999999,0,0,0.452368304,0.0,0,0
11/3/12 18:00,1,0,0,1,21.32,29,19.0012,389,2012-03-11 18:00:00,18,11,3,2012,6,1,18,618.28,0,18,19.0012,383.76,0,1
13/9/11 17:00,3,0,1,1,30.34,51,15.0013,579,2011-09-13 17:00:00,17,13,9,2011,1,0,17,1547.34,17,0,15.0013,515.78,0,1
17/7/12 16:00,3,0,1,1,38.64625182,29,11.249535,378,2012-07-17 16:00:00,16,17,7,2012,1,0,16,1120.74130278,16,0,11.249535,618.34002912,0,0
13/6/11 16:00,2,0,1,1,28.7,37,27.9993,326,2011-06-13 16:00:00,16,13,6,2011,0,0,16,1061.8999999999999,16,0,27.9993,459.2,0,0
14/4/12 14:00,2,0,0,2,26.24,27,30.0026,660,2012-04-14 14:00:00,14,14,4,2012,5,1,28,708.4799999999999,0,14,60.0052,367.35999999999996,0,0
17/1/12 17:00,1,0,1,1,18.86,63,30.0026,462,2012-01-17 17:00:00,17,17,1,2012,1,0,17,1188.18,17,0,30.0026,320.62,0,1
17/7/12 16:00,3,0,1,1,37.72,29,11.0014,381,2012-07-17 16:00:00,16,17,7,2012,1,0,16,1093.8799999999999,16,0,11.0014,603.52,0,0
2/12/12 2:00,4,0,0,2,13.12918838,86,1.148853704,71,2012-12-02 02:00:00,2,2,12,2012,6,1,4,1129.11020068,0,2,2.297707408,26.25837676,0,0
17/12/12 7:00,4,0,1,2,14.76,93,8.9981,319,2012-12-17 07:00:00,7,17,12,2012,0,0,14,1372.68,7,0,17.9962,103.32,1,0
4/7/12 0:00,3,1,0,1,27.88,79,6.0032,159,2012-07-04 00:00:00,0,4,7,2012,2,0,0,2202.52,0,0,6.0032,0.0,0,0
